,Title,Summary,Director,Writer,Main Genres,Release Year,Runtime (Minutes),Rating (Out of 10),metadata
820,borat,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",Larry Charles,"Sacha Baron Cohen,Peter Baynham,Anthony Hines",Comedy,2006.0,84.0,7.4,kazakh tv talking head borat dispatched united state report greatest country world documentary crew tow borat becomes interested locating marrying pamela anderson sacha baron cohen peter baynham anthony hines larry charles comedy
821,the hills have eyes,A traveling family falls victim to a group of mutated cannibals in a desert far away from civilization.,Alexandre Aja,"Alexandre Aja,Grégory Levasseur,Wes Craven","Horror,Thriller",2006.0,107.0,6.4,traveling family fall victim group mutated cannibal desert far away civilization alexandre aja gr gory levasseur wes craven alexandre aja horror thriller
822,lie with me,"An outgoing, sexually aggressive young woman meets and begins a torrid affair with an equally aggressive young man in which their affair begins to bring a strain on their personal lives.",Clement Virgo,"Clement Virgo,Tamara Berger,Carrie Paupst Shaughnessy","Drama,Romance",2005.0,93.0,5.2,outgoing sexually aggressive young woman meet begin torrid affair equally aggressive young man affair begin bring strain personal life clement virgo tamara berger carrie paupst shaughnessy clement virgo drama romance
823,magic mike's last dance,"Mike takes to the stage again, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. Mike heads to London with a wealthy socialite who lures him with an offer he can't refuse.",Steven Soderbergh,,"Comedy,Drama",2023.0,112.0,5.2,mike take stage following business deal went bust leaving broke taking bartender gig florida mike head london wealthy socialite lure offer refuse steven soderbergh comedy drama
824,the lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.","Chris Renaud,Kyle Balda","Dr. Seuss,Cinco Paul,Ken Daurio","Animation,Adventure,Comedy",2012.0,86.0,6.4,year old boy search one thing enable win affection girl dream find must discover story lorax grumpy yet charming creature fight protect world dr seuss cinco paul ken daurio chris renaud kyle balda animation adventure comedy
825,inside,"Nemo, a high-end art thief, is trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and ingenuity to survive.","Vasilis Katsoupis,Vasilis Katsoupis(a film by)","Vasilis Katsoupis,Ben Hopkins","Drama,Thriller",2023.0,105.0,5.5,nemo high end art thief trapped new york penthouse heist go planned locked inside nothing priceless work art must use cunning ingenuity survive vasilis katsoupis ben hopkins vasilis katsoupis vasilis katsoupis film drama thriller
826,angel has fallen,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,Ric Roman Waugh,"Robert Mark Kamen,Ric Roman Waugh,Matt Cook","Action,Thriller",2019.0,121.0,6.4,mike banning framed attempted assassination president must evade agency fbi try uncover real threat robert mark kamen ric roman waugh matt cook ric roman waugh action thriller
827,mannequin,"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",Michael Gottlieb,"Edward Rugoff,Michael Gottlieb","Comedy,Fantasy,Romance",1987.0,90.0,6.0,young artist searching vocation make mannequin perfect fall love finding mannequin store window get job creation come life edward rugoff michael gottlieb michael gottlieb comedy fantasy romance
828,men,A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.,Alex Garland,Alex Garland,"Drama,Fantasy,Horror",2022.0,100.0,6.1,young woman go solo vacation english countryside following death ex husband alex garland alex garland drama fantasy horror
829,mutt,"Within the space of 24 hours, Feña is swept through the extremes of human emotion when people who seemed to disappear when he transitioned are suddenly back in his life.",Vuk Lungulov-Klotz,Vuk Lungulov-Klotz,Drama,2023.0,87.0,6.2,within space hour fe swept extreme human emotion people seemed disappear transitioned suddenly back life vuk lungulov klotz vuk lungulov klotz drama
830,æon flux,"Æon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",Karyn Kusama,"Peter Chung,Phil Hay,Matt Manfredi","Action,Adventure,Sci-Fi",2005.0,93.0,5.4,flux mysterious assassin working monicans group rebel trying overthrow government sent mission kill chairman whole new mystery found peter chung phil hay matt manfredi karyn kusama action adventure sci fi
831,eastern promises,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,David Cronenberg,Steven Knight,"Crime,Drama,Thriller",2007.0,100.0,7.6,teenager dy childbirth leaf clue journal could tie child rape involving violent russian mob family steven knight david cronenberg crime drama thriller
832,creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,"Sylvester Stallone,Ryan Coogler,Aaron Covington","Action,Drama,Sport",2015.0,133.0,7.6,former world heavyweight champion rocky balboa serf trainer mentor adonis johnson son late friend former rival apollo creed sylvester stallone ryan coogler aaron covington ryan coogler action drama sport
833,triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,John Hillcoat,Matt Cook,"Action,Crime,Thriller",2016.0,115.0,6.3,gang criminal corrupt cop plan murder police officer order pull biggest heist yet across town matt cook john hillcoat action crime thriller
834,john carter,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",Andrew Stanton,"Mark Andrews,Andrew Stanton,Michael Chabon","Action,Adventure,Sci-Fi",2012.0,132.0,6.6,transported barsoom civil war vet discovers barren planet seemingly inhabited foot tall barbarian finding prisoner creature escape encounter woola princess desperate need savior mark andrew andrew stanton michael chabon andrew stanton action adventure sci fi
835,the boy in the striped pajamas,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,"Mark Herman,John Boyne","Drama,War",2008.0,94.0,7.7,innocent eye bruno eight year old son commandant german concentration camp forbidden friendship jewish boy side camp fence startling unexpected consequence mark herman john boyne mark herman drama war
836,bad boys 4,Plot unknown. Fourth installment of the 'Bad Boys' film series.,"Adil El Arbi,Bilall Fallah","George Gallo,Chris Bremner","Action,Adventure,Comedy",2024.0,,,plot unknown fourth installment bad boy film series george gallo chris bremner adil el arbi bilall fallah action adventure comedy
837,central intelligence,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",Rawson Marshall Thurber,"Ike Barinholtz,David Stassen,Rawson Marshall Thurber","Action,Comedy,Crime",2016.0,107.0,6.3,reconnects awkward pal high school facebook mild mannered accountant lured world international espionage ike barinholtz david stassen rawson marshall thurber rawson marshall thurber action comedy crime
838,argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Ben Affleck,"Chris Terrio,Joshuah Bearman,Tony Mendez","Biography,Drama,Thriller",2012.0,2.0,7.7,acting cover hollywood producer scouting location science fiction film cia agent launch dangerous operation rescue six american tehran u hostage crisis iran chris terrio joshuah bearman tony mendez ben affleck biography drama thriller
839,sonic the hedgehog,"After discovering a small, blue, fast hedgehog, a small-town police officer must help him defeat an evil genius who wants to do experiments on him.",Jeff Fowler,"Pat Casey,Josh Miller","Action,Adventure,Comedy",2020.0,99.0,6.5,discovering small blue fast hedgehog small town police officer must help defeat evil genius want experiment pat casey josh miller jeff fowler action adventure comedy
840,around the world in 80 days,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,"Michael Anderson,John Farrow,John Farrow(Spanish sequences) (uncredited)","S.J. Perelman,James Poe,John Farrow","Adventure,Comedy,Family",1956.0,167.0,6.7,victorian englishman bet new steamship railway circumnavigate globe eighty day j perelman james poe john farrow michael anderson john farrow john farrow spanish sequence uncredited adventure comedy family
841,backdraft,"Two Chicago firefighter brothers, who don't get along, have to work together while a dangerous arsonist is on the loose.",Ron Howard,Gregory Widen,"Action,Drama,Mystery",1991.0,137.0,6.7,two chicago firefighter brother get along work together dangerous arsonist loose gregory widen ron howard action drama mystery
842,nandor fodor and the talking mongoose,"When famed paranormal psychologist Dr. Nandor Fodor investigates a family's claim of a talking animal, he uncovers a mysterious web of hidden motives. Soon, everyone becomes a suspect in his relentless pursuit of the truth.",Adam Sigal,Adam Sigal,"Comedy,Mystery",2023.0,96.0,5.3,famed paranormal psychologist dr nandor fodor investigates family claim talking animal uncovers mysterious web hidden motif soon everyone becomes suspect relentless pursuit truth adam sigal adam sigal comedy mystery
843,monsters,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border.",Gareth Edwards,Gareth Edwards,"Adventure,Drama,Romance",2010.0,94.0,6.4,six year earth suffered alien invasion cynical journalist agrees escort shaken american tourist infected zone mexico safety u border gareth edward gareth edward adventure drama romance
844,dark phoenix,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Simon Kinberg,Simon Kinberg,"Action,Adventure,Sci-Fi",2019.0,113.0,5.7,jean grey begin develop incredible power corrupt turn dark phoenix causing x men decide life worth humanity simon kinberg simon kinberg action adventure sci fi
